Jacob H Mann,4.00E+15,
Nichole S Rowland,3.67E+13,
Sheila S Beasley,3.01E+13,
Homer E Yoshioka,4.70E+15,
Carol A Berger,6.23E+15,
Shirly Y Pua,3.03E+13,
George W Chavez,3.47E+14,
Echo S Delossantos,3.41E+14,
Chad X Hays,3.03E+13,
Fletcher C Garces,5.11E+15,
Phillip R Baker,6.53E+15,
Earl U Dossantos,3.42E+14,
Manuel Burns,3.02E+13,
Bonita A Stinchcomb,3.09E+13,
Bernard Odonnell,4.50E+15,
Arron Coletti,3.53E+15,
Willie Y Bailey,6.01E+15,
Ben Q Alderman,4.51E+15,
Jose Lloyd,3.47E+14,
Earlean R Desmarais,6.01E+15,
Chris D Love,3.58E+15,
Tanya U Holcomb,6.45E+15,
Helen X Herrera,4.73E+15,
Nickolas K Bunyard,3.04E+13,
Aaron P Cote,4.20E+15,
Brady N Matthew,5.35E+15,
Scott P Foster,3.09E+13,
Joie U Headen,5.41E+15,
Lee C Marks,3.48E+14,
Bernardo Neumann,6.01E+15,
Keith Olson,5.32E+15,
Stevie Mathew,3.70E+13,
Anna Ayers,6.01E+15,
Eliseo I Given,5.17E+15,
Andrew P Brady,3.09E+13,
Annis Clabaugh,3.10E+13,
Audrey U Cherry,5.20E+15,
Gayle R Ruble,4.67E+15,
Dorothy R Workman,3.57E+15,
Dan Pannell,4.45E+15,
Michelle M Dalton,3.78E+14,
Logan Z Ferrero,3.10E+13,
Francisco N Wood,3.58E+15,
Maybell Mullaney,4.93E+15,
Floyd Gross,5.16E+15,
Twila D Torre,3.74E+14,
Kim A Wilkerson,5.20E+15,
Myrtle G Cully,3.03E+13,
Erin Wilson,4.53E+15,
Scot Z Bischof,4.02E+15,
Ruby D Puckett,4.94E+15,
Crystle J Dang,3.72E+14,
Chad B Mcintyre,5.21E+15,
Danny Barbagallo,5.33E+15,
Sherry P Wynn,4.71E+15,
Tanika Y Lamberson,6.01E+15,
Jimmy Y Gonzales,4.00E+15,
Johnnie Haynes,3.54E+15,
Clarence Sullivan,3.04E+13,
Ben Waldo,3.03E+13,
Jamie M Wiley,4.39E+15,
Laurence O Menzel,3.04E+13,
Gladys R Vasquez,5.49E+15,
Margarite Pottorff,3.77E+14,
Corey Schultz,5.46E+15,
Jose Pinzon,4.63E+15,
Randall I Olsen,3.09E+13,
Adolfo W Minnick,3.48E+14,
Zachary S Jordan,3.56E+15,
Chase Woolf,5.40E+15,
Catherine M Cole,4.37E+15,
Madison R Downing,3.06E+13,
Phyllis B Hooper,3.62E+13,
Cliff D Bogard,3.69E+13,
Gregory B Jacobs,4.48E+15,
Taylor J Bacher,3.48E+14,
Judith Holland,4.99E+15,
Morton V Mcbean,4.46E+15,
Jean A Aguirre,3.67E+13,
Damien Benningfield,3.56E+15,
Beth X Hood,4.89E+15,
Roberto Lowrance,5.27E+15,
Randall Bailey,6.01E+15,
Juan L Bozeman,3.78E+14,
Jacob Gill,5.34E+15,
Coleman B Mair,4.20E+15,
Leonard X Browning,3.71E+14,
Margeret N Nyberg,3.73E+14,
Angela J Bennett,5.18E+15,
Alison Selby,3.53E+15,
Andrea Shields,3.03E+13,
Serita Y Labarre,3.43E+14,
Tom U Caldwell,3.54E+15,
Bud W Trump,3.58E+15,
Kim M Whitley,5.22E+15,
Sheri Banh,5.12E+15,
Annette A Orr,6.01E+15,
Parker B Keyes,6.01E+15,
Mary V Gay,6.01E+15,
Ressie X Rubalcaba,3.82E+13,
Craig Y Ware,3.41E+14,
Chang Y Kahn,3.55E+15,
Alan J Hobbs,5.16E+15,
Bertram Littleton,3.57E+15,
Melanie R Potter,3.02E+13,
Francene K Manos,3.47E+14,
Herbert L Brewer,6.01E+15,
Edra Y Hayworth,4.52E+15,
Audrey W Richardson,3.03E+13,
Will P Palomares,3.41E+14,
Bernice Q Parsons,3.48E+14,
Zenaida O Ankney,5.35E+15,
Ricardo Ellison,5.37E+15,
Evelynn F Meier,3.09E+13,
Thomas L Richards,5.35E+15,
Marx Z Bruck,3.48E+14,
Rosa Jacobson,3.94E+13,
Cliff B Chitwood,5.18E+15,
Floyd A Mccray,3.45E+14,
Bennie G Sweitzer,3.10E+13,
Amanda U Church,5.10E+15,
Halley X Gustavson,3.59E+15,
Grace Hays,3.54E+15,
Elsy S Twitty,3.03E+13,
Victoria M Brady,3.56E+15,
Ellsworth Tso,3.46E+14,
Alan C Johnson,6.01E+15,
Blake C Forest,3.10E+13,
Kathy Rocha,3.47E+14,
Floyd I Chamberlin,3.09E+13,
Amber X Zimmerman,4.74E+15,
Tom E Abbey,6.01E+15,
Bernice Schneider,4.42E+15,
Karyl Duncan,6.54E+15,
Sara G Franklin,3.62E+13,
Burt M Stock,5.39E+15,
Carrie Merrill,3.57E+15,
Jimmy B Grays,5.47E+15,
Billy L Barrett,4.54E+15,
Bruce G Pelley,4.61E+15,
Jeff V Chen,3.99E+13,
Yahaira Janis,6.01E+15,
Joel I Bowman,5.44E+15,
Odis Z Beaupre,3.55E+15,
Alexander L Ortiz,3.06E+13,
Christeen Groner,3.06E+13,
Kelly Buchanan,3.41E+14,
Douglas F Granda,4.41E+15,
Darrell Y Hogan,3.04E+13,
Ruthann V Marlar,4.58E+15,
Yvonne K Shaw,5.17E+15,
Hector M Verner,3.04E+13,
Marilyn Bruce,3.56E+15,
Marg Haskell,6.01E+15,
Amanda Q Campos,5.19E+15,
Tami Alessi,3.56E+15,
Randy Mullen,3.45E+14,
Jake Hemming,6.01E+15,
Vivian U Chan,3.55E+15,
Jack Winget,6.01E+15,
Jesus Rivers,3.76E+14,
Olen E Pyne,5.47E+15,
Bobby K Chavez,3.05E+13,
Charita U Graff,3.10E+13,
Sylvia U Mcmahon,6.23E+15,
Stefan O Logue,4.04E+15,
Tammy J Heath,4.05E+15,
Zola S Cogan,5.25E+15,
Martha K Zimmerman,3.56E+15,
Magdalen Day,6.01E+15,
Douglas Donovan,3.00E+13,
Jesse X Nightingale,5.14E+15,
Nicholas Hurst,6.01E+15,
Charline C Mccreight,4.56E+15,
Christine Gay,5.35E+15,
Marybelle Q Sloat,3.42E+14,
Randy Doyle,4.41E+15,
Gayle Kellett,6.01E+15,
Phyllis J Mercer,3.06E+13,
Kristina J Fromm,3.46E+14,
Susan N Rice,3.41E+14,
Michal M Acuff,3.02E+13,
Juanita I Dejesus,3.01E+13,
Erinn Proctor,6.01E+15,
Kristen Q Buck,3.47E+14,
Freeda B Bolander,3.09E+13,
Rita A Blake,5.43E+15,
Gretta Sprinkle,4.54E+15,
Brittany T Combs,6.01E+15,
Emerald Dunne,4.36E+15,
Eleanor I Fry,3.56E+15,
Emery R Manly,3.63E+13,
Amber G Sharpe,4.83E+15,
Eloisa Dolly,3.56E+15,
John Y Clark,4.34E+15,
Chadwick Coomer,3.53E+15,
Robert R Mcmahon,3.80E+14,
Freddie Bohannan,3.45E+14,
Joel Mayer,4.63E+15,
Sherwood Marston,3.03E+13,
Dolores Wilkinson,4.74E+15,
Keeley K Skeen,6.01E+15,
Jacob S Freeman,3.01E+13,
Mimi R Wethington,3.55E+15,
Ellen Joyce,4.44E+15,
Everette M Eddy,5.24E+15,
Nicole Russell,6.22E+15,
Glynda Vo,6.01E+15,
Herman C Dodson,3.75E+14,
Neoma Machuca,5.00E+15,
April Q Paul,4.39E+15,
Trish Huseby,3.03E+13,
Jeanette Kent,6.23E+15,
Despina L Hollister,3.68E+13,
Rosa Mejia,3.71E+14,
Albertina Hardiman,4.26E+15,
Megan Mcfarland,3.54E+15,
Sharmaine L Goudreau,6.01E+15,
Sherry Sanford,5.48E+15,
Tyler Y Villeda,4.20E+15,
Jacob Cole,5.50E+15,
Lenny C Wason,5.17E+15,
Julia E Poole,3.53E+15,
Frank W Mcclellan,3.05E+13,
Tracy O Romero,3.56E+15,
Kieth D Castor,3.57E+15,
Kathy H Stevens,3.00E+13,
Shakira Ebert,3.78E+14,
Jesus P Blevins,3.06E+13,
Florene Dragoo,5.32E+15,
Megan Miranda,5.43E+15,
Vince I Wilkin,3.55E+15,
Paula J Baird,6.01E+15,
Tenisha W Defoor,5.36E+15,
Lillian E Griffith,3.44E+14,
Arnulfo Wieczorek,5.42E+15,
Joshua A Hughes,3.53E+15,
Masako I Orrell,4.30E+15,
Derek Glenn,5.23E+15,
Kathey V Apperson,4.96E+15,
Vanessa Gutierrez,4.64E+15,
Bobbi X Shoaf,3.71E+14,
David J Downs,5.14E+15,
Whitney O Kellner,3.01E+13,
Wayne Z Nelson,3.57E+15,
Gaylord V Weddington,4.85E+15,
Travis Hubbard,4.37E+15,
Antionette S Mcguinness,3.59E+15,
Kenneth Harrison,3.42E+14,
Filomena Hawley,4.75E+15,
Debbie T Richardson,3.10E+13,
Vincenzo Dake,4.68E+15,
Charlotte O Barnes,6.01E+15,
Shin Z Edinger,3.54E+15,
Derek J Brooks,3.41E+14,
Jess X Dittman,3.43E+14,
Holly B Lewis,4.25E+15,
Gracia Loehr,6.01E+15,
Darrell P Ballard,6.01E+15,
Nu Luper,6.01E+15,
Kimberly G Freeman,3.48E+14,
Trista P Brazelton,4.08E+15,
Vernon Molina,6.01E+15,
Jenni Clayborne,3.75E+14,
Dale Norris,3.73E+14,
Sondra Berns,3.05E+13,
Stacy W Wolfe,5.48E+15,
Marnie Dinger,3.02E+13,
Yvonne S Mcintosh,6.54E+15,
Kurt G Bachand,5.50E+15,
Eva O Giles,5.16E+15,
Yoshie J Gayle,3.74E+14,
Calvin Johnson,6.01E+15,
Christoper H Shearer,4.72E+15,
Raymond Hale,4.11E+15,
Jerome D Netto,4.22E+15,
Curtis Crane,3.55E+15,
Rufus Ballew,6.01E+15,
Paul J Tyler,6.01E+15,
Eloy L Urbanek,3.03E+13,
Grace U Pearson,3.53E+15,
Sol K Brickner,6.01E+15,
Henry England,6.01E+15,
Jessica L Glatt,3.76E+14,
Doris K Crawford,6.01E+15,
Cheyenne Millette,6.01E+15,
Angela Wolfe,6.01E+15,
Elvera Topping,5.37E+15,
Lester C Rodriguez,3.54E+15,
Daine U Piner,3.57E+15,
Jimmy F Cruz,3.10E+13,
Raymond H Buchanan,3.54E+15,
Holly Trujillo,4.30E+15,
Dierdre Thrash,3.47E+14,
Lisa Donaldson,4.26E+15,
Dario I Casas,4.15E+15,
Philip A Bennett,4.13E+15,
Juan P Leroy,4.99E+15,
Derek Kelly,6.01E+15,
Rob F Lapierre,3.40E+14,
Andrew Q Lowery,4.49E+15,
Andy W Nava,3.62E+13,
Cathy Rutledge,3.10E+13,
Tamatha X Swiney,3.02E+13,
Gilbert X Shields,3.53E+15,
Eden Caines,4.27E+15,
Matthew B Levine,3.72E+14,
Glen A Gullion,6.01E+15,
Louise R Atkinson,3.02E+13,
Wilburn T Hebron,6.01E+15,
Jose Nash,3.59E+15,
Merrill Goings,3.05E+13,
Doris E Gilbert,3.80E+14,
Damon D Gilles,3.64E+13,
Hector Q Wyatt,5.50E+15,
Darwin R Fant,3.55E+15,
Jeffrey Browning,4.01E+15,
Bennie T Melara,3.78E+14,
Mario T Tate,5.49E+15,
Oscar M Musselwhite,3.58E+15,
Nicholas A Barnes,3.59E+15,
Yong V Vos,6.01E+15,
Glenn M Stone,5.23E+15,
Quincy V Rasmussen,4.23E+15,
Alice Hester,6.01E+15,
Deshawn S Meinhardt,4.14E+15,
Frank I Ware,3.56E+15,
Bryant U Napper,6.01E+15,
Susan U Barlow,6.01E+15,
Samara W Luft,4.40E+15,
Herbert P Patel,3.77E+14,
Sal E Midgley,3.58E+15,
Marie Jacobson,4.01E+15,
Josue K Cadorette,5.47E+15,
Jerry Lloyd,4.41E+15,
Casey I Thorton,5.23E+15,
Laura R Duran,6.01E+15,
Oren J Bettis,4.76E+15,
Edna H Kinney,3.56E+15,
Art A Marano,5.39E+15,
Alicia Bradley,3.01E+13,
Harrison Collard,3.77E+14,
Laurie W Byrd,5.20E+15,
Antonia S Martinsen,5.44E+15,
Mario Horne,5.25E+15,
Ezequiel F Bequette,3.57E+15,
Kelly Fernandez,3.76E+14,
Donnie Lamothe,3.45E+14,
Patrick E Simon,5.34E+15,
Adam X Manrique,5.11E+15,
Vincent Mccarthy,3.48E+14,
Man Foxwell,6.01E+15,
Sean Y Witt,3.76E+14,
Winfred Lupien,3.47E+14,
Alex A Christian,5.28E+15,
Ammie Silva,6.01E+15,
Joshua O Decker,5.12E+15,
Myesha S Draper,3.73E+14,
Carmen Shaw,3.02E+13,
Melida L Scull,3.00E+13,
Elizabeth Shepard,3.57E+15,
Concha E Barwick,4.67E+15,
Rachel Britt,3.56E+15,
Jefferson Coger,3.75E+14,
Tracy Z Dunlap,5.35E+15,
Lurline R Lamberth,5.36E+15,
David Dominguez,6.23E+15,
Cindi B Carner,3.02E+13,
Amanda D Calhoun,3.53E+15,
Joey H Kelling,6.01E+15,
Dustin T Navarro,3.54E+15,
Dave B Arbour,6.01E+15,
Lee F Mendoza,5.44E+15,
Dede F Herlihy,5.22E+15,
Pedro Y Bird,3.03E+13,
Anika B Delfino,3.05E+13,
Deborah Dejesus,3.55E+15,
Pat Y Suitt,3.41E+14,
Bernice Simon,3.03E+13,
Meredith R Tedesco,6.47E+15,
Corey Melendez,3.62E+13,
Glory Shuler,3.01E+13,
Janice K Benton,4.72E+15,
Alexis Y Cales,6.01E+15,
Bertha U Avery,6.01E+15,
Marty K Kleinman,6.01E+15,
Christopher Golden,6.01E+15,
Abbie I Boser,6.01E+15,
Jesse H Mccarthy,3.70E+14,
Clinton Kehoe,4.24E+15,
Dustin A Dorsey,4.09E+15,
Roland Richie,4.49E+15,
Beatrice H Adkins,3.94E+13,
Hyun Beams,3.75E+14,
Ida O Fisher,3.01E+13,
Tuan A Coster,3.01E+13,
Eddie Q Aguilar,3.56E+15,
Noemi S Wray,3.09E+13,
Alice R Sanchez,5.31E+15,
Joseph L Dahlquist,4.26E+15,
Luis C Roman,5.34E+15,
Nancee E Bukowski,3.56E+15,
Frederick L Obrien,3.02E+13,
Nohemi L Abril,3.80E+14,
Donna N Lara,4.22E+15,
Steve C Recinos,5.48E+15,
Theresa B Leach,3.01E+13,
Melina W Karns,5.30E+15,
June M Santos,6.01E+15,
Drew Scoggin,4.03E+15,
Ralph Wiggins,6.01E+15,
Myrtis Lehman,3.46E+14,
Roy Kline,4.85E+15,
Edris Korhonen,5.25E+15,
Louis C Savage,3.76E+14,
Amado N Gidney,3.44E+14,
Roger Kim,3.56E+15,
Maria O Silvia,4.03E+15,
Glenn G Montoya,6.01E+15,
Danyell I Tamura,4.20E+15,
Vanessa Brooks,5.31E+15,
Susanna C Dahle,4.01E+15,
Carlos Q Gill,3.57E+15,
Wesley Clinard,3.79E+14,
Patrick Dean,4.18E+15,
Henry P Stilwell,3.90E+13,
Marvin Park,3.75E+14,
Christopher P Utsey,4.01E+15,
Yolanda B Ramos,6.01E+15,
Marco N Burgos,3.76E+14,
Sara Humphrey,4.93E+15,
Carmel Ledbetter,6.57E+15,
Dolores Walters,4.66E+15,
Fredrick G Dietrich,3.55E+15,
Frederick Hickman,6.22E+15,
Carlos Opitz,6.01E+15,
Jeffrey Ellis,4.29E+15,
Jacqui Weston,5.28E+15,
Philip Kirby,3.73E+14,
Ivan X Castanon,5.47E+15,
Oscar R Reese,3.59E+15,
Dianne Q Gallaway,3.77E+14,
Pamela L Morton,3.01E+13,
Jeff Meads,6.01E+15,
Roberta Cain,5.43E+15,
Jeanne H Haubert,3.68E+13,
Rosa W Massey,3.10E+13,
Angelyn H Poulin,3.04E+13,
Nancy P Mejia,5.39E+15,
Rosie Devault,6.01E+15,
Alexander M Steele,6.01E+15,
Cordell Bundy,3.46E+14,
Scott N Richards,3.54E+15,
Jarrod D Rikard,3.00E+13,
Vanessa Mayo,4.70E+15,
Quentin Villareal,3.58E+15,
Amy O Armstrong,3.06E+13,
Shanae Achenbach,3.70E+14,
Chris J Hood,3.55E+15,
Hilton G Judy,3.44E+14,
Frances X Walls,4.92E+15,
German Kinney,3.56E+15,
Paul F Munoz,4.18E+15,
Melody K Willard,4.82E+15,
Douglas P Holcomb,3.63E+13,
Mark Q Habib,3.01E+13,
Rodney H Walton,5.43E+15,
Keshia Bonar,6.52E+15,
Denise G Flowers,5.37E+15,
Sherry A Coe,3.93E+13,
Geraldine S Hammond,6.53E+15,
Kiley Holleran,3.57E+15,
Kyle Mcfadden,5.35E+15,
Derek E Mears,6.52E+15,
Ana Y Cherry,3.10E+13,
Jake Q Kohan,3.53E+15,
Ruby W Wall,3.49E+14,
Miquel S Ready,6.47E+15,
Floyd X Vaughan,3.01E+13,
Christen B Mart,5.16E+15,
Aaron G Riggs,6.01E+15,
Joey Trammel,4.80E+15,
Matthew Walton,3.53E+15,
Daryl Robledo,6.56E+15,
Arthur L Buckner,6.56E+15,
Quincy T Reger,3.00E+13,
Irene D Glass,6.01E+15,
Maira Helland,4.89E+15,
Tina Blair,5.49E+15,
Troy X Kerner,6.01E+15,
Ricky K Powell,3.99E+13,
Nicholle Neville,6.01E+15,
Denise Roy,5.32E+15,
Zelda A Stroup,3.80E+14,
Karen U Rodriguez,3.55E+15,
Tod C Crass,4.94E+15,
Justin H Whitley,6.01E+15,
Antonia Courter,6.52E+15,
Paul Greene,3.54E+15,
Vena Z Murphey,5.31E+15,
Gladys G Lynch,3.03E+13,
Tiffiny N Shick,3.72E+14,
Cynthia Melton,4.82E+15,
Synthia Lesko,4.01E+15,
Grace Savage,3.42E+14,
Chauncey O Carmichael,4.38E+15,
Ernest Frank,3.81E+13,
Elvis M Cockburn,5.47E+15,
Michele N Moran,3.78E+14,
Royce K Heitz,4.44E+15,
Ramon O Le,5.36E+15,
Mayola U Higuera,5.31E+15,
Wanda Head,3.41E+14,
Michael Jonson,5.31E+15,
Derrick T Bryant,4.92E+15,
Hoa Marcos,3.53E+15,
Dolores Y Nash,3.79E+14,
Larita Sloat,5.45E+15,
Craig N Bennett,6.56E+15,
Jessia Q Oyama,3.46E+14,
Gary X Campos,5.25E+15,
Allan U Nassar,3.59E+15,
Irene A Short,4.84E+15,
Daron M Henline,6.57E+15,
Jeanette Q Miles,3.74E+14,
Norberto A Moorhouse,3.04E+13,
Lee Q Mcneil,6.01E+15,
Theressa B Howton,5.16E+15,
Janice Roberson,6.01E+15,
Giuseppe X Knight,5.12E+15,
Marjorie X Doyle,3.09E+13,
Isidro U Mcfee,3.78E+14,
Sally Schmidt,5.16E+15,
Wesley Poythress,5.38E+15,
Stanley B Mayer,4.27E+15,
Inga E Jerez,3.45E+14,
Geraldine Martin,3.48E+14,
Greg K Gates,3.49E+14,
Samantha F Ferrell,4.65E+15,
Eddie Z Hamer,3.65E+13,
Lillian Gonzalez,4.15E+15,
Magnolia D Max,3.53E+15,
Ricardo S Salinas,4.04E+15,
Charles Simpson,4.57E+15,
Bernard A Burch,5.14E+15,
Adam Choy,4.42E+15,
Alma D Atkinson,5.41E+15,
Harrison S Claytor,3.02E+13,
Grace Livingston,3.02E+13,
Golden N Campanelli,3.70E+14,
Vincent W Nixon,4.23E+15,
Lashunda M Herb,6.01E+15,
Mildred Beck,5.22E+15,
Ted Callis,3.58E+15,
Veronica S Morris,5.42E+15,
Pura M Dupuis,4.01E+15,
Charles M Benjamin,5.44E+15,
Lynne X Orrell,5.40E+15,
Tina B Smith,3.59E+15,
Brian N Straw,5.40E+15,
Beth J England,4.99E+15,
Hanh X Arms,3.59E+15,
Nicholas D Knowles,3.58E+15,
Renato Hopson,3.76E+14,
Irene O Herrera,4.24E+15,
Rufina Friel,4.04E+15,
Nicholas Cooke,4.58E+15,
Loni Y Lebel,3.57E+15,
Jacqueline Dillon,5.36E+15,
Demetria S Buettner,5.42E+15,
Jerry Lowe,4.50E+15,
Dennis G Canfield,3.55E+15,
Samuel U Knowles,6.01E+15,
Rickey D Helton,5.35E+15,
Bobby M Patrick,5.45E+15,
Claretha J Vanscoy,3.40E+14,
Brian S Lane,3.58E+15,
Bao Mao,6.01E+15,
Lois U Dale,5.40E+15,
Bob Saleem,4.30E+15,
Carrie F Chen,6.01E+15,
Lenard I Boulay,3.78E+14,
Walter L Lewis,6.01E+15,
Gayle Timmons,3.53E+15,
Brent J Black,6.56E+15,
Timmy Q Flagg,3.57E+15,
Herbert N Hicks,4.72E+15,
Lashon Turney,3.49E+14,
Johnny K Villarreal,3.56E+15,
Scott Maeda,3.55E+15,
Billy Patton,5.43E+15,
Sophia Hoban,6.23E+15,
Amber O Weber,5.28E+15,
Darcie I Claypool,3.09E+13,
Micheal Z Welch,3.49E+14,
Lizabeth G Weldy,6.01E+15,
Dolores Diaz,3.71E+14,
Anjelica Spillane,5.50E+15,
Scott A Stafford,3.02E+13,
Thu Latham,5.27E+15,
Alma Adams,6.01E+15,
Clayton Sprayberry,5.29E+15,
Frederick I Webb,3.48E+14,
Easter S Compton,5.36E+15,
Louise Z Justice,3.58E+15,
Willie J Litton,6.01E+15,
Bill Jacobson,6.01E+15,
Salvador Z Pilla,3.56E+15,
Kim F Oneal,3.58E+15,
Demetra Kaya,3.54E+15,
Troy E Henson,3.80E+14,
Chas A Arnett,6.57E+15,
Helen A Bentley,6.01E+15,
Corina L Brodbeck,5.31E+15,
Jose S Combs,3.01E+13,
Gregory Q Glanz,3.54E+15,
Tracy J Berger,5.32E+15,
George Y Main,3.55E+15,
Larry A Sosa,3.04E+13,
Alaina F Bak,6.01E+15,
Vernon D Conrad,3.70E+14,
Stacey C Diemer,3.60E+13,
Rose Q Barber,6.23E+15,
Tabetha M Wiggin,4.74E+15,
Jerome Burks,4.13E+15,
Dacia P Ryles,6.01E+15,
Ida Farley,5.44E+15,
Lindy K Rueter,3.78E+14,
Jeanette L Ballard,6.01E+15,
Lee Hadden,3.09E+13,
Scott W Dawson,6.01E+15,
Beau C Millet,3.59E+15,
Timothy B Rodriguez,4.25E+15,
Merrill O Abdo,3.02E+13,
Shane Murray,3.00E+13,
Sammie Printz,5.43E+15,
Martin G Melton,6.01E+15,
Felisha Swigart,6.01E+15,
Vanessa T Reynolds,5.37E+15,
